TE,NP,NU
5320800000,,ГРЕБІНКІВСЬКИЙ РАЙОН/М.ГРЕБІНКА
5320810000,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ГРЕБІНКІВСЬКОГО Р-НУ
5320810100,М,ГРЕБІНКА
5320880000,,СІЛЬРАДИ ГРЕБІНКІВСЬКОГО Р-НУ
5320880400,,ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА
5320880401,С,ОЛЕКСАНДРІВКА
5320880402,С,ВИСОКЕ
5320880403,С,ОСАВУЛЬЩИНА
5320880404,С,ПАВЛІВЩИНА
5320880405,С,СІМАКИ
5320880800,,БЕРЕЗІВСЬКА/С.БЕРЕЗІВКА
5320880801,С,БЕРЕЗІВКА
5320880802,С,КОРНІЇВКА
5320881300,,ГРИГОРІВСЬКА/С.ГРИГОРІВКА
5320881301,С,ГРИГОРІВКА
5320881303,С,ПИСАРЩИНА
5320881900,,КОРОВАЇВСЬКА/С.КОРОВАЇ
5320881901,С,КОРОВАЇ
5320881903,С,ЛУТАЙКА
5320882100,,КУЛАЖИНСЬКА/С.КУЛАЖИНЦІ
5320882101,С,КУЛАЖИНЦІ
5320882500,,МАЙОРЩИНСЬКА/С.МАЙОРЩИНА
5320882501,С,МАЙОРЩИНА
5320882502,С,СЛІПОРІД-ІВАНІВКА
5320882800,,МАР'ЯНІВСЬКА/С.МАР'ЯНІВКА
5320882801,С,МАР'ЯНІВКА
5320882803,С,НОВОДАР
5320883200,,НАТАЛІВСЬКА/С.НАТАЛІВКА
5320883201,С,НАТАЛІВКА
5320883204,С,ОЛЕКСІЇВКА
5320883700,,ОВСЮКІВСЬКА/С.ОВСЮКИ
5320883701,С,ОВСЮКИ
5320883704,С,ПОКРОВЩИНА
5320884200,,СЕРБИНІВСЬКА/С.СЕРБИНІВКА
5320884201,С,СЕРБИНІВКА
5320884202,С,ГРУШКІВКА
5320884203,С,САЇВКА
5320884600,,РУДКІВСЬКА/С.РУДКА
5320884601,С,РУДКА
5320884603,С,ГОРБИ
5320884900,,СЛОБОДО-ПЕТРІВСЬКА/С.СЛОБОДО-ПЕТРІВКА
5320884901,С,СЛОБОДО-ПЕТРІВКА
5320884902,С,ГУЛАКІВКА
5320884903,С,ЗАГРЕБЕЛЛЯ
5320884904,С,ОРЖИЦЯ
5320884905,С,ПОЛЬОВЕ
5320885300,,СТУКАЛІВСЬКА/С.СТУКАЛІВКА
5320885301,С,СТУКАЛІВКА
5320885303,С,МИХАЙЛІВКА
5320886000,,ТАРАСІВСЬКА/С.ТАРАСІВКА
5320886001,С,ТАРАСІВКА
5320886200,,ТОПОЛІВСЬКА/С.ТОПОЛЕВЕ
5320886201,С,ТОПОЛЕВЕ
5320886202,С,ВІДРАДНЕ
5320886203,С,СВІТАНОК
5320886600,,ПОЧАЇВСЬКА/С.ПОЧАЇВКА
5320886601,С,ПОЧАЇВКА
5320886602,С,БЕСІДІВЩИНА
5320886603,С,СОТНИЦЬКЕ
5320886604,С,НОВОСЕЛІВКА
5320886605,С,СКОЧАК
5321000000,,ДИКАНСЬКИЙ РАЙОН/СМТ ДИКАНЬКА
5321055000,,СЕЛИЩА МІСЬКОГО ТИПУ ДИКАНСЬКОГО Р-НУ
5321055100,Т,ДИКАНЬКА
5321055101,С,ВАСИЛІВКА
5321055102,С,ПРОНІ
5321055103,С,ТРОЯНИ
5321080000,,СІЛЬРАДИ ДИКАНСЬКОГО Р-НУ
5321080400,,АНДРІЇВСЬКА/С.АНДРІЇВКА
5321080401,С,АНДРІЇВКА
5321080402,С,БОРИСІВКА
5321080404,С,КУЧЕРІВКА
5321080405,С,ЛАНДАРІ
5321080406,С,СОХАЦЬКА БАЛКА
5321080800,,БАЙРАЦЬКА/С.БАЙРАК
5321080801,С,БАЙРАК
5321080803,С,ОДАРЮКІВКА
5321080804,С,ПЕТРЕНКИ
5321081300,,БАЛЯСНЕНСЬКА/С.БАЛЯСНЕ
5321081301,С,БАЛЯСНЕ
5321081304,С,МАРЧЕНКИ
5321081306,С,ПОПІВКА
5321081700,,ВЕЛИКОБУДИЩАНСЬКА/С.ВЕЛИКІ БУДИЩА
5321081701,С,ВЕЛИКІ БУДИЩА
5321081702,С,КАРДАШІВКА
5321081703,С,ОЛЕФІРЩИНА
5321081704,С,ПИСАРІВЩИНА
5321081705,С,ЧЕРНЕЧИЙ ЯР
5321082000,,ВЕЛИКОРУДКІВСЬКА/С.ВЕЛИКА РУДКА
5321082001,С,ВЕЛИКА РУДКА
5321082002,С,ВЕСЕЛІВКА
5321082004,С,ЛАНИ
5321082005,С,МАЛА РУДКА
5321082006,С,СТЕПАНІВКА
5321082007,С,СУДІВКА
5321082008,С,ФЕДОРІВКА
5321082600,,ВОДЯНОБАЛКІВСЬКА/С.ВОДЯНА БАЛКА
5321082601,С,ВОДЯНА БАЛКА
5321082603,С,ГОРЯНЩИНА
5321082605,С,КОНОНЕНКИ
5321082606,С,КРАТОВА ГОВТВА
5321082607,С,ОНАЦЬКИ
5321084000,,НАДЕЖДИНСЬКА/С.НАДЕЖДА
5321084001,С,НАДЕЖДА
5321084003,С,КЛИМКІВКА
5321084100,,НЕЛЮБІВСЬКА/С.НЕЛЮБІВКА
5321084101,С,НЕЛЮБІВКА
5321084103,С,АНДРЕНКИ
5321084105,С,ДЕЙНЕКІВКА
5321084107,С,СИВЦІ
5321084200,,ОРДАНІВСЬКА/С.ОРДАНІВКА
5321084201,С,ОРДАНІВКА
5321084202,С,ГОРБАТІВКА
5321084206,С,ТОПОЛІВКА
5321084208,С,ЧЕРНЕЩИНА
5321084209,С,ЯРОХІВКА
5321084500,,ПЕТРО-ДАВИДІВСЬКА/С.ПЕТРО-ДАВИДІВКА
5321084501,С,ПЕТРО-ДАВИДІВКА
5321084503,С,ЄЛИЗАВЕТІВКА
5321084505,С,ЖАДАНИ
5321084507,С,НОВА ВАСИЛІВКА
5321084509,С,ХОМЕНКИ
5321084900,,СТАСІВСЬКА/С.СТАСІ
5321084901,С,СТАСІ
5321084902,С,ГАВРОНЦІ
5321084903,С,ГЛОДИ
5321084904,С,КАМ'ЯНКА
5321084905,С,МИХАЙЛІВКА
5321084906,С,СЛИНЬКІВ ЯР
5321085800,,ДІБРІВСЬКА/С.ДІБРОВА
5321085801,С,ДІБРОВА
5321085802,С,ДЯЧКОВЕ
5321085804,С,КОКОЗІВКА
5321085805,С,МІЖГІР'Я
5321300000,,ЗІНЬКІВСЬКИЙ РАЙОН/М.ЗІНЬКІВ
5321310000,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ЗІНЬКІВСЬКОГО Р-НУ
5321310100,М,ЗІНЬКІВ
5321310103,С,ГУСАКИ
5321310105,С,ДУБІВКА
5321310107,С,ПИЛИПЕНКИ
5321310109,С,СИВЕРИНІВКА
5321310111,С,ХМАРІВКА
5321355000,,СЕЛИЩА МІСЬКОГО ТИПУ ЗІНЬКІВСЬКОГО Р-НУ
5321355400,Т,ОПІШНЯ
5321355401,С,ВАСЬКИ
5321355402,С,ВІЛЬХОВЕ
5321355403,С,ДІБРОВА
5321355404,С,КАРАБАЗІВКА
5321355405,С,МІСЬКІ МЛИНИ
5321355406,С,ЯБЛУЧНЕ
5321380000,,СІЛЬРАДИ ЗЕНЬКІВСЬКОГО Р-НУ
5321380400,,АРТЕЛЯРЩИНСЬКА/С.АРТЕЛЯРЩИНА
5321380401,С,АРТЕЛЯРЩИНА
5321380402,С,БУДКИ
5321380405,С,ЛАГОДИ
5321380700,,БАТЬКІВСЬКА/С.БАТЬКИ
5321380701,С,БАТЬКИ
5321380702,С,ДРАНИ
5321380703,С,КОРЛЮКОВЕ
5321380704,С,ЛАЗЬКИ
5321381000,,БІРКІВСЬКА/С.БІРКИ
5321381001,С,БІРКИ
5321381002,С,ТРОЯНІВКА
5321381003,С,ЦВІТОВЕ
5321381400,,ВЕЛИКОПАВЛІВСЬКА/С.ВЕЛИКА ПАВЛІВКА
5321381401,С,ВЕЛИКА ПАВЛІВКА
5321381402,С,ФЕДОРІВКА
5321381403,С,ЧОРНЯКИ
5321381500,,ВИСОКІВСЬКА/С.ВИСОКЕ
5321381501,С,ВИСОКЕ
5321381600,,ВЛАСІВСЬКА/С.ВЛАСІВКА
5321381601,С,ВЛАСІВКА
5321381602,С,ГОРОБІЇ
5321381603,С,ДАДАКАЛІВКА
5321381605,С,ПЕЛЕНКІВЩИНА
5321381606,С,ПЕРЕЛІСКИ
5321381608,С,СОКОЛІВЩИНА
5321381700,,ДЕЙКАЛІВСЬКА/С.ДЕЙКАЛІВКА
5321381701,С,ДЕЙКАЛІВКА
5321381702,С,ІЩЕНКІВКА
5321381703,С,ПІДОЗІРКА
5321381704,С,ПІЩАНКА
5321382000,,ЗАГРУНІВСЬКА/С.ЗАГРУНІВКА
5321382001,С,ЗАГРУНІВКА
5321382002,С,РОМАНІВКА
5321382003,С,СУЛИМИ
5321382700,,КИРИЛО-ГАННІВСЬКА/С.КИРИЛО-ГАННІВКА
5321382701,С,КИРИЛО-ГАННІВКА
5321382704,С,МАКУХИ
5321382705,С,МИКОЛАЇВКА
5321382707,С,РОМАНИ
5321382709,С,ШЕВЧЕНКИ
5321382710,С,ЯЦИНЕ-ОКАРІ
5321383200,,ЛЮТЕНСЬКО-БУДИЩАНСЬКА/С.ЛЮТЕНСЬКІ БУДИЩА
5321383201,С,ЛЮТЕНСЬКІ БУДИЩА
5321383202,С,ДОВЖОК
5321383600,,МАЛОБУДИЩАНСЬКА/С.МАЛІ БУДИЩА
5321383601,С,МАЛІ БУДИЩА
5321383602,С,БЕЗРУКИ
5321383603,С,ГЛИНСЬКЕ
5321383604,С,ХИЖНЯКІВКА
5321383800,,НОВОСЕЛІВСЬКА/С.НОВОСЕЛІВКА
5321383801,С,НОВОСЕЛІВКА
5321383803,С,ГРИШКИ
5321383805,С,ДУБ'ЯНЩИНА
5321384000,,ПЕРШОТРАВНЕВА/С.ПЕРШОТРАВНЕВЕ
5321384001,С,ПЕРШОТРАВНЕВЕ
5321384002,С,ВЕЛИКА ПОЖАРНЯ
5321384003,С,КІЛОЧКИ
5321384004,С,КРУГЛЕ
5321384005,С,СВІЧКАРІВЩИНА
5321384006,С,ХРАПАЧІВ ЯР
5321384007,С,ШЕНГАРІЇВКА
5321384400,,ПОКРОВСЬКА/С.ПОКРОВСЬКЕ
5321384401,С,ПОКРОВСЬКЕ
5321384402,С,ВАСИЛЕ-УСТИМІВКА
5321384403,С,ГАЛІЙКА
5321384404,С,МОРОЗИ
5321384405,С,СТРІЛЕВЩИНА
5321384406,С,ШКУРПЕЛИ
5321384800,,ПОПІВСЬКА/С.ПОПІВКА
5321384801,С,ПОПІВКА
5321384802,С,БУХАЛІВКА
5321384803,С,ВІНТЕНЦІ
5321384804,С,ДЕРЯГИ
5321384805,С,ЗАЇЧЕНЦІ
5321384806,С,КИРЯКОВЕ
5321384808,С,УСТИМЕНКИ
5321385000,,ПРОЦЕНКІВСЬКА/С.ПРОЦЕНКИ
5321385001,С,ПРОЦЕНКИ
5321385002,С,ДОВЖИК
5321385003,С,ДУБ'ЯГИ
5321385004,С,СТАРА МИХАЙЛІВКА
5321385005,С,СТУПКИ
5321385300,,ПИШНЕНКІВСЬКА/С.ПИШНЕНКИ
5321385301,С,ПИШНЕНКИ
5321385303,С,ПЕТРО-ГАННІВКА
5321385305,С,САРАНЧІВКА
5321385307,С,ТИМЧЕНКИ
5321386000,,СТАВКІВСЬКА/С.СТАВКОВЕ
5321386001,С,СТАВКОВЕ
5321386002,С,АРСЕНІВКА
5321386004,С,ДАМАСКА
5321386006,С,МИХАЙЛІВКА
5321386400,,ТАРАСІВСЬКА/С.ТАРАСІВКА
5321386401,С,ТАРАСІВКА
5321386402,С,БОБРІВНИК
5321386403,С,ПІРКИ
5321386404,С,СЛИНЬКІВЩИНА
5321386900,,УДОВИЧЕНКІВСЬКА/С.УДОВИЧЕНКИ
5321386901,С,УДОВИЧЕНКИ
5321386903,С,ЗАЙЦІ
5321386904,С,КОСЯКИ
5321386905,С,ЛЕВЧЕНКИ
5321386906,С,МАТЯШІ
5321386907,С,РУДЕНКИ-ГОНЧАРІ
5321387200,,ЧОВНО-ФЕДОРІВСЬКА/С.ЧОВНО-ФЕДОРІВКА
5321387201,С,ЧОВНО-ФЕДОРІВКА
5321387202,С,БАБАНСЬКЕ
5321387203,С,ВОЛОШКОВЕ
5321387204,С,ЗАЇКИ
5321387205,С,КЛИМЕНКИ
5321387206,С,КОЛЬЧЕНКИ
5321387207,С,ЛАВРИНЦІ
5321387208,С,МИСИКИ
5321387209,С,ПРУГЛИ
5321387800,,ШИЛІВСЬКА/С.ШИЛІВКА
5321387801,С,ШИЛІВКА
5321387802,С,ВАСИЛЬКОВЕ
5321387803,С,ДОВБНІВКА
5321387804,С,КНЯЖЕВА СЛОБОДА
5321387805,С,МАНИЛІВКА
5321387806,С,ОДРАДІВКА
5321387807,С,ПЕТРІВКА
5321387808,С,ХРИПКИ
5321600000,,КАРЛІВСЬКИЙ РАЙОН/М.КАРЛІВКА
5321610000,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ КАРЛІВСЬКОГО Р-НУ
5321610100,М,КАРЛІВКА
5321610101,Щ,ІВАНІВКА
5321610102,Щ,СОЛОНА БАЛКА
5321680000,,СІЛЬРАДИ КАРЛІВСЬКОГО Р-НУ
5321680400,,БІЛУХІВСЬКА/С.БІЛУХІВКА
5321680401,С,БІЛУХІВКА
5321680402,С,ЗНАМЕНКА
5321680700,,ВАРВАРІВСЬКА/С.ВАРВАРІВКА
5321680701,С,ВАРВАРІВКА
5321681000,,ВЕРХНЬОЛАННІВСЬКА/С.ВЕРХНЯ ЛАННА
5321681001,С,ВЕРХНЯ ЛАННА
5321681002,С,РЕДУТИ
5321681003,С,ХОЛОДНЕ ПЛЕСО
5321681200,,ГОЛОБОРОДЬКІВСЬКА/С.ГОЛОБОРОДЬКІВСЬКЕ
5321681201,Щ,ГОЛОБОРОДЬКІВСЬКЕ
5321681202,Щ,МИХАЙЛІВСЬКЕ
5321681203,Щ,ТАГАМЛИЦЬКЕ
5321681600,,КЛИМІВСЬКА/С.КЛИМІВКА
5321681601,С,КЛИМІВКА
5321682500,,ЛАННІВСЬКА/С-ЩЕ ЛАННА
5321682501,Щ,ЛАННА
5321682502,С,КОРЖИХА
5321682503,С,КУМИ
5321682504,С,ЛЬВІВСЬКЕ
5321682506,С,ЧАЛІВКА
5321682900,,ЛИП'ЯНСЬКА/С.ЛИП'ЯНКА
5321682901,С,ЛИП'ЯНКА
5321682902,С,БАБАЙКОВЕ
5321682903,С,РОЗУМІВКА
5321682904,С,ЯСНЕ
5321683400,,МАКСИМІВСЬКА/С.МАКСИМІВКА
5321683401,С,МАКСИМІВКА
5321683402,С,ВОЛОДИМИРІВКА
5321683403,С,ДАВИДІВКА
5321683404,С,КОРОЛЕНКІВКА
5321683406,С,ПАВЛІВЩИНА
5321683407,С,ТАРАСІВКА
5321683600,,НИЖНЬОЛАННІВСЬКА/С.НИЖНЯ ЛАННА
5321683601,С,НИЖНЯ ЛАННА
5321683800,,ПОПІВСЬКА/С.ПОПІВКА
5321683801,С,ПОПІВКА
5321684900,,ФЕДОРІВСЬКА/С.ФЕДОРІВКА
5321684901,С,ФЕДОРІВКА
5321685600,,МАРТИНІВСЬКА/С.МАРТИНІВКА
5321685601,С,МАРТИНІВКА
5321685602,Щ,ВАКУЛИХА
5321685603,Щ,КРАСНЕ
5321685605,С,МАР'ЯНІВКА
5321685606,Щ,ТИШЕНКІВКА
5321685607,Щ,ШЕВЧЕНКА
5321800000,,КОБЕЛЯЦЬКИЙ РАЙОН/М.КОБЕЛЯКИ
5321810000,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ КОБЕЛЯЦЬКОГО Р-НУ
5321810100,М,КОБЕЛЯКИ
5321855000,,СЕЛИЩА МІСЬКОГО ТИПУ КОБЕЛЯЦЬКОГО Р-НУ
5321855300,Т,БІЛИКИ
5321880000,,СІЛЬРАДИ КОБЕЛЯЦЬКОГО Р-НУ
5321880400,,БРОДЩИНСЬКА/С.БРОДЩИНА
5321880401,С,БРОДЩИНА
5321880402,С,ЛЕВАНЕВСЬКЕ
5321880403,С,МИКОЛАЇВКА
5321880404,С,ПАВЛІВКА
5321880405,С,САМАРЩИНА
5321880700,,БУТЕНКІВСЬКА/С.БУТЕНКИ
5321880701,С,БУТЕНКИ
5321880702,С,БЕРЕЖНІВКА
5321880703,С,БОГДАНІВКА
5321880706,С,ЗЕЛЕНЕ
5321880707,С,КОЛОДЯЖНЕ
5321880708,С,ВІТРОВА БАЛКА
5321880709,С,ВИШНЕВЕ
5321880710,С,СЛАВНІВКА
5321880711,С,ЧУМАКИ
5321880712,С,ШАПКИ
5321880900,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
5321880901,С,ВАСИЛІВКА
5321880902,С,БРИНЗИ
5321880903,С,ГАЙМАРІВКА
5321880904,С,ЛЕСИНКИ
5321880905,С,ЛИТВИНИ
5321880906,С,МАРТИНІВКА
5321880907,С,СІННЕ
5321881300,,ГРИГОРО-БРИГАДИРІВСЬКА/С.ГРИГОРО-БРИГАДИРІВКА
5321881301,С,ГРИГОРО-БРИГАДИРІВКА
5321881302,С,МОТРИНЕ
5321881303,С,СОЛОШИНЕ
5321881700,,ДАШКІВСЬКА/С.ДАШКІВКА
5321881701,С,ДАШКІВКА
5321881702,С,ГРИГОРІВКА
5321881703,С,РЕВУЩИНЕ
5321881704,С,ТВЕРДОХЛІБИ
5321881705,С,ШЕВЧЕНКИ
5321881800,,ДРИЖИНОГРЕБЛЯНСЬКА/С.ДРИЖИНА ГРЕБЛЯ
5321881801,С,ДРИЖИНА ГРЕБЛЯ
5321882000,,ЖУКІВСЬКА/С.ЖУКИ
5321882001,С,ЖУКИ
5321882003,С,РУБАНИ
5321882005,С,МИРНЕ
5321882200,,ЗОЛОТАРІВСЬКА/С.ЗОЛОТАРІВКА
5321882201,С,ЗОЛОТАРІВКА
5321882203,С,ГАЛАГУРІВКА
5321882204,С,ГАНЖІВКА
5321882205,С,МІДЯНІВКА
5321882600,,ІВАНІВСЬКА/С.ІВАНІВКА
5321882601,С,ІВАНІВКА
5321883000,,КАНАВСЬКА/С.КАНАВИ
5321883001,С,КАНАВИ
5321883003,С,ВОДОЛАГІВКА
5321883200,,ЛЕБЕДИНСЬКА/С.ЛЕБЕДИНЕ
5321883201,С,ЛЕБЕДИНЕ
5321883202,С,ГАРБУЗІВКА
5321883204,С,ПЕРЕГОНІВКА
5321883205,С,СУХЕ
5321883206,С,ШАБЕЛЬНИКИ
5321883800,,КОМЕНДАНТІВСЬКА/С.КОМЕНДАНТІВКА
5321883801,С,КОМЕНДАНТІВКА
5321883802,С,ДАБИНІВКА
5321883803,С,КОЛІСНИКИ
5321883804,С,КРИНИЧНЕ
5321883805,С,ОЛЕКСАНДРІЯ
5321883806,С,ПИЛИПЕНКИ
5321883807,С,ПОРУБАЇ
5321883808,С,ЧЕРЕМУШКИ
5321884200,,КРАСНЕНСЬКА/С.КРАСНЕ
5321884201,С,КРАСНЕ
5321884202,С,ГАЙОВЕ
5321884203,С,ГРИЦАЇВКА
5321884204,С,СОСНІВКА
5321884400,,КУНІВСЬКА/С.КУНІВКА
5321884401,С,КУНІВКА
5321884403,С,ГАЛІ-ГОРБАТКИ
5321884405,С,КОЛІСНИКІВКА
5321884407,С,ЛІЩИНІВКА
5321884409,С,ЯБЛУНІВКА
5321884500,,ЛУЧКІВСЬКА/С.ЛУЧКИ
5321884501,С,ЛУЧКИ
5321884505,С,ПРАВОБЕРЕЖНА СОКІЛКА
5321884600,,МАРКІВСЬКА/С.МАРКІВКА
5321884601,С,МАРКІВКА
5321884604,С,СВІЧКАРЕВЕ
5321884605,С,ТРОЯНИ
5321885100,,ОЗЕРЯНСЬКА/С.ОЗЕРА
5321885101,С,ОЗЕРА
5321885102,С,МОРОЗИ
5321885103,С,ПОВОДИ
5321885104,С,ПРОЩУРАДИ
5321885400,,ВІЛЬХОВАТСЬКА/С.ВІЛЬХОВАТКА
5321885401,С,ВІЛЬХОВАТКА
5321885402,С,ДЕМЕНКИ
5321885403,С,ПАНСЬКЕ
5321885404,С,ЛІВОБЕРЕЖНА СОКІЛКА
5321885405,С,ПРОСКУРИ
5321885700,,ОРЛИЦЬКА/С.ОРЛИК
5321885701,С,ОРЛИК
5321885800,,ПІДГОРЯНСЬКА/С.ПІДГОРА
5321885801,С,ПІДГОРА
5321885806,С,ЧКАЛОВЕ
5321886000,,ПРИДНІПРЯНСЬКА/С.ПРИДНІПРЯНСЬКЕ
5321886001,С,ПРИДНІПРЯНСЬКЕ
5321886400,,СВІТЛОГІРСЬКА/С.СВІТЛОГІРСЬКЕ
5321886401,С,СВІТЛОГІРСЬКЕ
5321886402,С,БРАЧКІВКА
5321886403,С,КИШЕНЬКИ
5321886404,С,ПРОСЯНИКІВКА
5321886500,,СУХИНІВСЬКА/С.СУХИНІВКА
5321886501,С,СУХИНІВКА
5321886503,С,ЛІСНЕ
5321886600,,ЧЕРВОНОКВІТІВСЬКА/С.ЧЕРВОНІ КВІТИ
5321886601,С,ЧЕРВОНІ КВІТИ
5321886602,С,ЖИРКИ
5321886605,С,КУСТОЛОВІ КУЩІ
5321886606,С,ПРОГРЕС
5321886607,С,СТЕПОВЕ
5321887500,,ЧОРБІВСЬКА/С.ЧОРБІВКА
5321887501,С,ЧОРБІВКА
5321887503,С,БІЛОКОНІВКА
5321887504,С,КОМАРІВКА
5321887508,С,ЧЕРВОНЕ
5321888000,,ШЕНГУРІВСЬКА/С.ШЕНГУРИ
5321888001,С,ШЕНГУРИ
5321888003,С,ВІБЛИ
5321888004,С,КОВАЛЕНКІВКА
5322000000,,КОЗЕЛЬЩИНСЬКИЙ РАЙОН/СМТ КОЗЕЛЬЩИНА
5322055000,,СЕЛИЩА МІСЬКОГО ТИПУ КОЗЕЛЬЩИНСЬКОГО Р-НУ
5322055100,Т,КОЗЕЛЬЩИНА
5322055102,С,КВІТИ
5322055103,С,ЛОЗКИ
5322055105,С,ОМЕЛЬНИЧЕ
5322055106,С,ПАВЛІВКА
5322055107,С,ПІДГОРІВКА
5322055500,Т,НОВА ГАЛЕЩИНА
5322055501,С,ВЕЛИКА БЕЗУГЛІВКА
5322055503,С,ГОРБАНІ
5322080000,,СІЛЬРАДИ КОЗЕЛЬЩИНСЬКОГО Р-НУ
5322080400,,БРЕУСІВСЬКА/С.БРЕУСІВКА
5322080401,С,БРЕУСІВКА
5322080402,С,ВИННИКИ
5322080403,С,КРАСНОСІЛЛЯ
5322080404,С,НОВОСЕЛІВКА
5322080405,С,ОЛЕКСАНДРІВКА ДРУГА
5322080409,С,ХМАРИНЕ
5322080410,С,ЧЕЧУЖИНЕ
5322080800,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
5322080801,С,ВАСИЛІВКА
5322080802,С,ВИШНЯКИ
5322080803,С,ГАЙОВЕ
5322080805,С,ОЛЕКСАНДРІВКА
5322080806,С,ТРУДОВИК
5322081200,,ВИСОКОВАКУЛІВСЬКА/С.ВИСОКА ВАКУЛІВКА
5322081201,С,ВИСОКА ВАКУЛІВКА
5322081202,С,ДОВГЕ
5322081203,С,МАР'ЯНІВКА
5322081204,С,ЮРІВКА
5322081600,,ГОВТВЯНСЬКА/С.ГОВТВА
5322081601,С,ГОВТВА
5322081602,С,БУНЯКІВКА
5322081604,С,КИСЕЛІВКА
5322081605,С,ПЛАВНІ
5322082000,,МИХАЙЛИКІВСЬКА/С.МИХАЙЛИКИ
5322082001,С,МИХАЙЛИКИ
5322082003,С,В'ЯЗІВКА
5322082500,,ЛУТОВИНІВСЬКА/С.ЛУТОВИНІВКА
5322082501,С,ЛУТОВИНІВКА
5322082502,С,ГАННІВКА
5322082503,С,КАЩІВКА
5322082504,С,ЗАДОВГА
5322082505,С,МАЙОРЩИНА
5322083000,,МАНУЙЛІВСЬКА/С.ВЕРХНЯ МАНУЙЛІВКА
5322083001,С,ВЕРХНЯ МАНУЙЛІВКА
5322083002,С,ДЯЧЕНКИ
5322083003,С,НИЖНЯ МАНУЙЛІВКА
5322083004,С,ХАРЧЕНКИ
5322083005,С,ЦИБІВКА
5322083700,,ОЛЕНІВСЬКА/С.ОЛЕНІВКА
5322083701,С,ОЛЕНІВКА
5322083702,С,БРИГАДИРІВКА
5322083703,С,ДЗЮБАНІВКА
5322083704,С,КАЛИНІВКА
5322084000,,ПАШКІВСЬКА/С.ПАШКІВКА
5322084001,С,ПАШКІВКА
5322084003,С,БУЛАХИ
5322084005,С,БУТОЯРІВКА
5322084007,С,КАЛАШНИКИ
5322084009,С,ОЛЬГІВКА
5322084200,,ПІСКІВСЬКА/С.ПІСКИ
5322084201,С,ПІСКИ
5322084202,С,БУТЕНКИ
5322084203,С,ЙОСИПІВКА
5322084204,С,КНИШІВКА
5322084600,,ПРИГАРІВСЬКА/С.ПРИГАРІВКА
5322084601,С,ПРИГАРІВКА
5322084602,С,АНДРІЙКИ
5322084605,С,ПАНАСІВКА
5322084607,С,СУХИЙ КОБЕЛЯЧОК
5322084609,С,СУШКИ
5322084700,,ПРИЛІПСЬКА/С.ПРИЛІПКА
5322084701,С,ПРИЛІПКА
5322084703,С,ГЛИБОКА ДОЛИНА
5322084800,,РИБАЛКІВСЬКА/С.РИБАЛКИ
5322084801,С,РИБАЛКИ
5322084803,С,МИРГОРОДЩИНА
5322084805,С,НОВА УКРАЇНА
5322084807,С,ЧОРНОГЛАЗІВКА
5322084900,,СОЛОНИЦЬКА/С.СОЛОНИЦЯ
5322084901,С,СОЛОНИЦЯ
5322084903,С,ВЕРХНЯ ЖУЖМАНІВКА
5322084905,С,ПАВЛИКИ
5322084907,С,НИЖНЯ ЖУЖМАНІВКА
5322084909,С,ШЕВЧЕНКИ
5322085000,,ХОРІШКІВСЬКА/С.ХОРІШКИ
5322085001,С,ХОРІШКИ
5322085003,С,ВІЛЬНЕ
5322085007,С,ЗАГРЕБЕЛЛЯ
5322085009,С,КОСТІВКА
5322085011,С,ПАШЕНІВКА
5322085017,С,ЮРКИ
5322085019,С,ЮРОЧКИ
5322085500,,МАЛЬЦІВСЬКА/С.МАЛЬЦІ
5322085501,С,МАЛЬЦІ
5322085509,С,УЛИНІВКА
5322200000,,КОТЕЛЕВСЬКИЙ РАЙОН/СМТ КОТЕЛЬВА
5322255000,,СЕЛИЩА МІСЬКОГО ТИПУ КОТЕЛЕВСЬКОГО Р-НУ
